Occupant Config,,,Crash Config,Sensor accuracy: adaptive system,,,,Non-adaptive system,,Seatbelt Component
58.66666667,1628,167.3333333,40,0.014082909,0.021124363,0.01403439,0.021051586,0.028678596,0.043017894,CLL
58.66666667,1628,167.3333333,50,0.047068417,0.070602626,0.047251344,0.070877016,0.086547076,0.129820614,CLL
58.66666667,1628,167.3333333,56,0.114724168,0.172086252,0.119403276,0.179104914,0.1783852,0.2675778,CLL
58.66666667,1628,175,40,0.007467926,0.011201888,0.008088052,0.012132078,0.018654823,0.027982235,CLL
58.66666667,1628,175,50,0.039735496,0.059603244,0.040045679,0.060068518,0.02957423,0.044361345,CLL
58.66666667,1628,175,56,0.048372685,0.072559028,0.049944681,0.074917022,0.070355772,0.105533658,CLL
58.66666667,1722,152,40,0.030894995,0.046342492,0.040527105,0.060790658,0.024626136,0.036939204,CLL
58.66666667,1722,152,50,0.032421529,0.048632294,0.044516325,0.066774487,0.075869459,0.113804189,CLL
58.66666667,1722,152,56,0.12019278,0.180289171,0.1180254,0.1770381,0.245337103,0.368005654,CLL
58.66666667,1722,159.6666667,40,0.022427619,0.033641428,0.022129536,0.033194304,0.03043139,0.045647085,CLL
58.66666667,1722,159.6666667,50,0.167960046,0.251940069,0.20903328,0.31354992,0.140426136,0.210639204,CLL
58.66666667,1722,159.6666667,56,0.19005653,0.285084796,0.203237793,0.304856689,0.264607029,0.396910543,CLL
58.66666667,1722,167.3333333,40,0.022194266,0.033291399,0.022707462,0.034061193,0.02996558,0.044948369,CLL
58.66666667,1722,167.3333333,50,0.067052049,0.100578074,0.07526259,0.112893885,0.106143734,0.1592156,CLL
58.66666667,1722,167.3333333,56,0.143831117,0.215746675,0.144030073,0.216045109,0.184043997,0.276065995,CLL
58.66666667,1722,175,40,0.004529238,0.006793857,0.005613625,0.008420438,0.027719975,0.041579962,CLL
58.66666667,1722,175,50,0.013128221,0.019692332,0.013489306,0.020233959,0.048540738,0.072811107,CLL
58.66666667,1722,175,56,0.072542597,0.108813896,0.095986907,0.143980361,0.107900781,0.161851171,CLL
58.66666667,1816,152,40,0.053806663,0.080709994,0.054073095,0.081109643,0.045960228,0.068940341,CLL
58.66666667,1816,152,50,0.149180394,0.223770591,0.161900623,0.242850934,0.193305481,0.289958221,CLL
58.66666667,1816,152,56,0.322897932,0.484346898,0.342573715,0.513860572,0.397665932,0.596498897,CLL
58.66666667,1816,159.6666667,40,0.039082183,0.058623275,0.038576612,0.057864917,0.036864821,0.055297231,CLL
58.66666667,1816,159.6666667,50,0.128579968,0.192869952,0.138654395,0.207981592,0.186936763,0.280405145,CLL
58.66666667,1816,159.6666667,56,0.195021317,0.292531976,0.193156581,0.289734871,0.329737419,0.494606129,CLL
58.66666667,1816,167.3333333,40,0.030471237,0.045706856,0.079876237,0.119814356,0.037548278,0.056322416,CLL
58.66666667,1816,167.3333333,50,0.080833868,0.121250802,0.080100895,0.120151342,0.136413487,0.20462023,CLL
58.66666667,1816,167.3333333,56,0.163617554,0.245426331,0.178386806,0.267580209,0.217789601,0.326684401,CLL
58.66666667,1816,175,40,0.007899225,0.011848837,0.009932518,0.014898777,0.032553613,0.04883042,CLL
58.66666667,1816,175,50,0.016537328,0.024805992,0.020947299,0.031420948,0.069965225,0.104947838,CLL
58.66666667,1816,175,56,0.118999136,0.178498704,0.134291972,0.201437958,0.136006468,0.204009702,CLL
68.33333333,1440,152,40,0.012604713,0.01890707,0.015503824,0.023255736,0.013021588,0.019532382,CLL
68.33333333,1440,152,50,0.033526957,0.050290436,0.028516829,0.042775244,0.039697965,0.059546948,CLL
68.33333333,1440,152,56,0.048589408,0.072884111,0.050287391,0.075431086,0.193498338,0.290247507,CLL
68.33333333,1440,159.6666667,40,0.01497072,0.02245608,0.015793741,0.023690611,0.031733751,0.047600627,CLL
68.33333333,1440,159.6666667,50,0.061648488,0.092472732,0.061277926,0.091916889,0.143071252,0.214606878,CLL
68.33333333,1440,159.6666667,56,0.174227635,0.261341453,0.238171098,0.357256646,0.260767527,0.391151291,CLL
68.33333333,1440,167.3333333,40,0.009725273,0.014587909,0.011331558,0.016997337,0.030935049,0.046402574,CLL
68.33333333,1440,167.3333333,50,0.053959714,0.080939571,0.069608689,0.104413033,0.0858807,0.12882105,CLL
68.33333333,1440,167.3333333,56,0.113792189,0.170688283,0.123343317,0.185014975,0.172101006,0.25815151,CLL
68.33333333,1440,175,40,0.002467155,0.003700733,0.003836989,0.005755484,0.014886081,0.022329122,CLL
68.33333333,1440,175,50,0.011021789,0.016532684,0.011094418,0.016641627,0.025237573,0.037856359,CLL
68.33333333,1440,175,56,0.047046233,0.070569349,0.046896285,0.070344427,0.068567067,0.1028506,CLL
68.33333333,1534,152,40,0.02519691,0.037795365,0.018353522,0.027530283,0.013420582,0.020130873,CLL
68.33333333,1534,152,50,0.038081467,0.057122201,0.029634058,0.044451088,0.096603931,0.144905897,CLL
68.33333333,1534,152,56,0.079415781,0.119123672,0.100847025,0.151270537,0.437098955,0.655648432,CLL
68.33333333,1534,159.6666667,40,0.031066239,0.046599358,0.032691836,0.049037755,0.032842457,0.049263686,CLL
68.33333333,1534,159.6666667,50,0.099356776,0.149035163,0.112212854,0.16831928,0.145129819,0.217694728,CLL
68.33333333,1534,159.6666667,56,0.185997943,0.278996915,0.196060843,0.294091264,0.273005966,0.40950895,CLL
68.33333333,1534,167.3333333,40,0.019275129,0.028912693,0.020338476,0.030507714,0.032238245,0.048357368,CLL
68.33333333,1534,167.3333333,50,0.088726105,0.133089157,0.104096288,0.156144432,0.103465825,0.155198738,CLL
68.33333333,1534,167.3333333,56,0.116910834,0.175366251,0.120298726,0.180448089,0.1830559,0.27458385,CLL
68.33333333,1534,175,40,0.005716503,0.008574754,0.009284556,0.013926834,0.014277041,0.021415561,CLL
68.33333333,1534,175,50,0.024861813,0.037292719,0.02484864,0.03727296,0.023734954,0.035602432,CLL
68.33333333,1534,175,56,0.059351193,0.08902679,0.057774224,0.086661336,0.070020762,0.105031143,CLL
68.33333333,1628,152,40,0.006652296,0.009978443,0.006506145,0.009759218,0.018363237,0.027544856,CLL
68.33333333,1628,152,50,0.127419687,0.19112953,0.392879027,0.589318541,0.122625723,0.183938584,CLL
68.33333333,1628,152,56,0.077306421,0.115959632,0.078011629,0.117017443,0.34238864,0.51358296,CLL
68.33333333,1628,159.6666667,40,0.046559327,0.06983899,0.051822419,0.077733629,0.034029841,0.051044762,CLL
68.33333333,1628,159.6666667,50,0.116500413,0.174750619,0.185966608,0.278949911,0.144588789,0.216883184,CLL
68.33333333,1628,159.6666667,56,0.208277692,0.312416538,0.215726511,0.323589767,0.291971139,0.437956709,CLL
68.33333333,1628,167.3333333,40,0.022527695,0.033791542,0.024798274,0.037197411,0.033561468,0.050342202,CLL
68.33333333,1628,167.3333333,50,0.107980746,0.161971119,0.132222611,0.198333917,0.122877356,0.184316034,CLL
68.33333333,1628,167.3333333,56,0.133233687,0.199850531,0.133058133,0.1995872,0.194150047,0.291225071,CLL
68.33333333,1628,175,40,0.010543883,0.015815824,0.018131971,0.027197957,0.02020824,0.030312359,CLL
68.33333333,1628,175,50,0.037396431,0.056094646,0.038072288,0.057108432,0.031162036,0.046743055,CLL
68.33333333,1628,175,56,0.072477264,0.108715896,0.060270401,0.090405601,0.077012139,0.115518209,CLL
68.33333333,1628,181.5,40,0.021917587,0.03287638,0.02460134,0.03690201,0.024916291,0.037374437,CLL
68.33333333,1628,181.5,50,0.033157945,0.049736917,0.0345034,0.0517551,0.040504842,0.060757264,CLL
68.33333333,1628,181.5,56,0.062482349,0.093723524,0.076299763,0.114449644,0.082049635,0.123074453,CLL
68.33333333,1628,188,40,0.006558061,0.009837091,0.009192765,0.013789147,0.006958544,0.010437816,CLL
68.33333333,1628,188,50,0.005515277,0.008272916,0.005669832,0.008504748,0.003522694,0.005284041,CLL
68.33333333,1628,188,56,0.025026291,0.037539436,0.025549567,0.038324351,0.03430158,0.05145237,CLL
68.33333333,1722,152,40,0.027008474,0.040512711,0.013937056,0.020905584,0.026842475,0.040263712,CLL
68.33333333,1722,152,50,0.067677319,0.101515979,0.067958057,0.101937085,0.170010048,0.255015072,CLL
68.33333333,1722,152,56,0.157507765,0.236261648,0.157932741,0.236899112,0.441862877,0.662794316,CLL
68.33333333,1722,159.6666667,40,0.059797494,0.089696241,0.079578979,0.119368468,0.045178486,0.067767729,CLL
68.33333333,1722,159.6666667,50,0.135742175,0.203613263,0.158985418,0.238478128,0.199719639,0.299579459,CLL
68.33333333,1722,159.6666667,56,0.237383736,0.356075604,0.244265099,0.366397649,0.351425276,0.527137913,CLL
68.33333333,1722,167.3333333,40,0.022136515,0.033204772,0.020920574,0.031380862,0.036919073,0.05537861,CLL
68.33333333,1722,167.3333333,50,0.092093061,0.138139592,0.11176239,0.167643584,0.140926042,0.211389063,CLL
68.33333333,1722,167.3333333,56,0.162709744,0.244064616,0.166272688,0.249409031,0.225247253,0.337870879,CLL
68.33333333,1722,175,40,0.014005125,0.021007687,0.01430428,0.02145642,0.029071689,0.043607533,CLL
68.33333333,1722,175,50,0.013041854,0.019562781,0.020065129,0.030097693,0.045412883,0.068119324,CLL
68.33333333,1722,175,56,0.096875394,0.145313091,0.086369651,0.129554476,0.099021092,0.148531639,CLL
68.33333333,1722,181.5,40,0.014582038,0.021873057,0.014800429,0.022200644,0.025808752,0.038713127,CLL
68.33333333,1722,181.5,50,0.031011466,0.0465172,0.032798566,0.04919785,0.046724012,0.070086018,CLL
68.33333333,1722,181.5,56,0.068452347,0.10267852,0.070263414,0.105395121,0.093711668,0.140567502,CLL
68.33333333,1722,188,40,0.00308305,0.004624575,0.003691137,0.005536705,0.008567512,0.012851268,CLL
68.33333333,1722,188,50,0.009254693,0.01388204,0.015721488,0.023582233,0.00821376,0.01232064,CLL
68.33333333,1722,188,56,0.024276927,0.036415391,0.02554953,0.038324295,0.04043157,0.060647355,CLL
68.33333333,1816,152,40,0.038547055,0.057820583,0.038543665,0.057815497,0.069895715,0.104843573,CLL
68.33333333,1816,152,50,0.146835333,0.220253,0.148594625,0.222891938,0.228694646,0.343041969,CLL
68.33333333,1816,152,56,0.301557523,0.452336285,0.390325289,0.585487934,0.476234396,0.714351593,CLL
68.33333333,1816,159.6666667,40,0.046455808,0.069683711,0.03813231,0.057198465,0.083095133,0.124642699,CLL
68.33333333,1816,159.6666667,50,0.138444756,0.207667134,0.137987129,0.206980693,0.239915699,0.359873548,CLL
68.33333333,1816,159.6666667,56,0.266635165,0.399952747,0.26371859,0.395577885,0.355183032,0.532774549,CLL
68.33333333,1816,167.3333333,40,0.048997039,0.073495558,0.066011374,0.099017061,0.061464402,0.092196603,CLL
68.33333333,1816,167.3333333,50,0.104907375,0.157361062,0.107732981,0.161599471,0.15796031,0.236940466,CLL
68.33333333,1816,167.3333333,56,0.170008037,0.255012055,0.177931535,0.266897302,0.253965524,0.380948286,CLL
68.33333333,1816,175,40,0.028321266,0.042481899,0.04327482,0.06491223,0.033571601,0.050357401,CLL
68.33333333,1816,175,50,0.073718886,0.110578329,0.062519454,0.093779181,0.066036296,0.099054444,CLL
68.33333333,1816,175,56,0.111880426,0.167820639,0.105369718,0.158054577,0.127855714,0.191783571,CLL
68.33333333,1816,181.5,40,0.013990998,0.020986497,0.021153808,0.031730711,0.026770651,0.040155977,CLL
68.33333333,1816,181.5,50,0.042027192,0.063040788,0.043437064,0.065155596,0.057381911,0.086072867,CLL
68.33333333,1816,181.5,56,0.069001305,0.103501958,0.066220914,0.099331371,0.115523636,0.173285454,CLL
68.33333333,1816,188,40,0.000759423,0.001139134,0.000807047,0.00121057,0.011577519,0.017366278,CLL
68.33333333,1816,188,50,0.006097972,0.009146959,0.006154001,0.009231001,0.01860991,0.027914866,CLL
68.33333333,1816,188,56,0.037776352,0.056664529,0.043245521,0.064868282,0.049290524,0.073935786,CLL
78,1440,152,40,0.021584928,0.032377392,0.023990631,0.035985947,0.015866697,0.023800045,CLL
78,1440,152,50,0.036526222,0.054789333,0.036525548,0.054788322,0.200623329,0.300934994,CLL
78,1440,152,56,0.132281473,0.198422209,0.13556457,0.203346855,0.613521925,0.920282888,CLL
78,1440,159.6666667,40,0.030832893,0.04624934,0.034822375,0.052233563,0.036546528,0.054819793,CLL
78,1440,159.6666667,50,0.096268815,0.144403223,0.099742801,0.149614202,0.216260823,0.324391235,CLL
78,1440,159.6666667,56,0.207863783,0.311795675,0.207115292,0.310672938,0.331233506,0.49685026,CLL
78,1440,167.3333333,40,0.027051687,0.040577531,0.028062999,0.042094499,0.03635603,0.054534046,CLL
78,1440,167.3333333,50,0.08278453,0.124176795,0.090106571,0.135159856,0.12937305,0.194059575,CLL
78,1440,167.3333333,56,0.140787966,0.211181949,0.142676255,0.214014383,0.227089152,0.340633729,CLL
78,1440,175,40,0.006990671,0.010486007,0.006983876,0.010475814,0.017459631,0.026189446,CLL
78,1440,175,50,0.018538833,0.027808249,0.025398493,0.038097739,0.033381121,0.050071681,CLL
78,1440,175,56,0.052229797,0.078344696,0.052367344,0.078551015,0.089658209,0.134487314,CLL
78,1534,152,40,0.027110815,0.040666223,0.026646554,0.039969832,0.01713966,0.02570949,CLL
78,1534,152,50,0.047312737,0.070969105,0.04899019,0.073485285,0.317893908,0.476840862,CLL
78,1534,152,56,0.261077825,0.391616738,0.392014873,0.588022309,0.582492924,0.873739385,CLL
78,1534,159.6666667,40,0.032766402,0.049149603,0.033615887,0.050423831,0.05957224,0.089358359,CLL
78,1534,159.6666667,50,0.106899606,0.160349409,0.108239139,0.162358708,0.217678674,0.326518011,CLL
78,1534,159.6666667,56,0.259300714,0.388951071,0.267506943,0.401260414,0.389321193,0.58398179,CLL
78,1534,167.3333333,40,0.043189851,0.064784777,0.054473093,0.081709639,0.041054543,0.061581815,CLL
78,1534,167.3333333,50,0.081886238,0.122829358,0.083086223,0.124629334,0.137342989,0.206014484,CLL
78,1534,167.3333333,56,0.146580595,0.219870893,0.143829283,0.215743924,0.241367187,0.36205078,CLL
78,1534,175,40,0.01133889,0.017008334,0.014074564,0.021111846,0.016574025,0.024861038,CLL
78,1534,175,50,0.031386673,0.04708001,0.03473109,0.052096635,0.029542846,0.044314269,CLL
78,1534,175,56,0.056347691,0.084521537,0.056240779,0.084361169,0.081191688,0.121787532,CLL
78,1628,152,40,0.029325366,0.043988049,0.030227661,0.045341492,0.023765587,0.03564838,CLL
78,1628,152,50,0.053857386,0.080786079,0.055012465,0.082518697,0.32814413,0.492216195,CLL
78,1628,152,56,0.209636912,0.314455368,0.227757397,0.341636095,0.511330335,0.766995503,CLL
78,1628,159.6666667,40,0.035345962,0.053018943,0.04603199,0.069047985,0.077419188,0.116128782,CLL
78,1628,159.6666667,50,0.144699157,0.217048736,0.165584025,0.248376038,0.249241025,0.373861537,CLL
78,1628,159.6666667,56,0.267003649,0.400505474,0.254705164,0.382057746,0.402777357,0.604166036,CLL
78,1628,167.3333333,40,0.044151604,0.066227406,0.048267543,0.072401315,0.055953451,0.083930176,CLL
78,1628,167.3333333,50,0.116768042,0.175152063,0.119845543,0.179768315,0.15013231,0.225198465,CLL
78,1628,167.3333333,56,0.182806435,0.274209653,0.185438078,0.278157117,0.249716554,0.374574832,CLL
78,1628,175,40,0.006183088,0.009274632,0.006104171,0.009156257,0.021729231,0.032593846,CLL
78,1628,175,50,0.152579824,0.228869735,0.110625989,0.165938984,0.034434266,0.051651398,CLL
78,1628,175,56,0.083395627,0.12509344,0.083172309,0.124758463,0.081135771,0.121703656,CLL
78,1628,181.5,40,0.018782318,0.028173476,0.018647015,0.027970523,0.029765725,0.044648588,CLL
78,1628,181.5,50,0.043939687,0.06590953,0.043660925,0.065491387,0.044905701,0.067358551,CLL
78,1628,181.5,56,0.060920424,0.091380636,0.060826432,0.091239647,0.083600905,0.125401357,CLL
78,1628,188,40,0.008535266,0.012802899,0.008489549,0.012734324,0.007022679,0.010534018,CLL
78,1628,188,50,0.044952029,0.067428044,0.046878993,0.070318489,0.006717456,0.010076184,CLL
78,1628,188,56,0.023795351,0.035693027,0.023785191,0.035677787,0.048510864,0.072766296,CLL
78,1722,152,40,0.045997322,0.068995982,0.052960277,0.079440415,0.068264771,0.102397157,CLL
78,1722,152,50,0.156034813,0.234052219,0.200778409,0.301167614,0.317645656,0.476468484,CLL
78,1722,152,56,0.323678758,0.485518137,0.393385762,0.590078643,0.626953379,0.940430069,CLL
78,1722,159.6666667,40,0.058634553,0.087951829,0.055593948,0.083390921,0.116793995,0.175190992,CLL
78,1722,159.6666667,50,0.205001265,0.307501897,0.200218481,0.300327721,0.259753163,0.389629744,CLL
78,1722,159.6666667,56,0.330337934,0.495506901,0.325142504,0.487713756,0.382220705,0.573331057,CLL
78,1722,167.3333333,40,0.047498226,0.071247339,0.04844743,0.072671145,0.074095674,0.111143512,CLL
78,1722,167.3333333,50,0.106007393,0.159011089,0.109603328,0.164404991,0.164257052,0.246385578,CLL
78,1722,167.3333333,56,0.219019767,0.328529651,0.222380101,0.333570152,0.241604443,0.362406664,CLL
78,1722,175,40,0.008278847,0.01241827,0.008629978,0.012944967,0.029622912,0.044434369,CLL
78,1722,175,50,0.06775713,0.101635695,0.066196024,0.099294037,0.042376431,0.063564647,CLL
78,1722,175,56,0.106396296,0.159594444,0.096269998,0.144404998,0.099599742,0.149399613,CLL
78,1722,181.5,40,0.022526443,0.033789665,0.022637486,0.03395623,0.030657113,0.045985669,CLL
78,1722,181.5,50,0.04953361,0.074300415,0.051525795,0.077288693,0.055425559,0.083138339,CLL
78,1722,181.5,56,0.078968919,0.118453378,0.115670237,0.173505356,0.09296126,0.139441889,CLL
78,1722,188,40,0.008821428,0.013232142,0.006461263,0.009691894,0.010088667,0.015133,CLL
78,1722,188,50,0.010607779,0.015911669,0.011178803,0.016768205,0.017634061,0.026451091,CLL
78,1722,188,56,0.027165286,0.040747929,0.026768474,0.040152711,0.046610506,0.069915758,CLL
78,1816,152,40,0.068238616,0.102357924,0.068118334,0.102177501,0.149430496,0.224145744,CLL
78,1816,152,50,0.171391058,0.257086587,0.170904464,0.256356696,0.350001305,0.525001957,CLL
78,1816,152,56,0.343940865,0.515911297,0.343938687,0.51590803,0.526288456,0.789432685,CLL
78,1816,159.6666667,40,0.0972386,0.1458579,0.122204238,0.183306357,0.116890141,0.175335211,CLL
78,1816,159.6666667,50,0.187571053,0.281356579,0.18765239,0.281478585,0.296727303,0.445090954,CLL
78,1816,159.6666667,56,0.307947088,0.461920631,0.303690862,0.455536294,0.433924888,0.650887333,CLL
78,1816,167.3333333,40,0.050922157,0.076383236,0.054648585,0.081972878,0.086825959,0.130238938,CLL
78,1816,167.3333333,50,0.125322561,0.187983842,0.126858083,0.190287125,0.183998944,0.275998416,CLL
78,1816,167.3333333,56,0.211922072,0.317883108,0.20864984,0.312974759,0.261546895,0.392320343,CLL
78,1816,175,40,0.013969898,0.020954847,0.014293849,0.021440774,0.033748865,0.050623298,CLL
78,1816,175,50,0.079442115,0.119163173,0.090825947,0.13623892,0.063856056,0.095784084,CLL
78,1816,175,56,0.090785318,0.136177977,0.088605553,0.13290833,0.128395828,0.192593742,CLL
78,1816,181.5,40,0.02000314,0.03000471,0.020478308,0.030717462,0.031582475,0.047373712,CLL
78,1816,181.5,50,0.063899646,0.095849468,0.065089121,0.097633682,0.066406897,0.099610345,CLL
78,1816,181.5,56,0.088220537,0.132330805,0.088199035,0.132298553,0.109262217,0.163893326,CLL
78,1816,188,40,0.003206015,0.004809022,0.003263772,0.004895657,0.015113586,0.02267038,CLL
78,1816,188,50,0.03763039,0.056445585,0.036882703,0.055324055,0.029086381,0.043629572,CLL
78,1816,188,56,0.050081462,0.075122192,0.05228859,0.078432885,0.050437445,0.075656167,CLL
89.6,1440,167.3333333,40,0.050302446,0.075453669,0.051242232,0.076863348,0.064749275,0.097123913,CLL
89.6,1440,167.3333333,50,0.154903521,0.232355281,0.140743,0.2111145,0.181177295,0.271765942,CLL
89.6,1440,167.3333333,56,0.203879044,0.305818566,0.209879585,0.314819377,0.271798884,0.407698326,CLL
89.6,1440,175,40,0.008206666,0.012309998,0.008315086,0.01247263,0.019901931,0.029852897,CLL
89.6,1440,175,50,0.03433013,0.051495194,0.03992641,0.059889615,0.043751124,0.065626686,CLL
89.6,1440,175,56,0.040490993,0.06073649,0.06716786,0.10075179,0.10495938,0.15743907,CLL
89.6,1534,167.3333333,40,0.044650579,0.066975868,0.048337259,0.072505888,0.07903122,0.11854683,CLL
89.6,1534,167.3333333,50,0.131977832,0.197966749,0.135961737,0.203942606,0.192295083,0.288442624,CLL
89.6,1534,167.3333333,56,0.216708984,0.325063477,0.205100651,0.307650977,0.279763566,0.41964535,CLL
89.6,1534,175,40,0.010111868,0.015167803,0.010075688,0.015113533,0.019490957,0.029236436,CLL
89.6,1534,175,50,0.042498077,0.063747116,0.039378762,0.059068143,0.039465577,0.059198365,CLL
89.6,1534,175,56,0.089780336,0.134670504,0.134518909,0.201778363,0.108901206,0.163351809,CLL
89.6,1628,167.3333333,40,0.11720002,0.17580003,0.147070858,0.220606287,0.089289345,0.133934017,CLL
89.6,1628,167.3333333,50,0.167181756,0.250772634,0.173679478,0.260519217,0.196058048,0.294087073,CLL
89.6,1628,167.3333333,56,0.230484887,0.345727331,0.223896607,0.335844911,0.304147731,0.456221597,CLL
89.6,1628,175,40,0.01459676,0.02189514,0.01750195,0.026252925,0.02432245,0.036483675,CLL
89.6,1628,175,50,0.075113665,0.112670497,0.076881468,0.115322202,0.046363524,0.069545286,CLL
89.6,1628,175,56,0.230560064,0.345840096,0.237243957,0.355865935,0.111351841,0.167027761,CLL
89.6,1628,181.5,40,0.034174085,0.051261127,0.036483526,0.054725289,0.035678864,0.053518295,CLL
89.6,1628,181.5,50,0.049234092,0.073851138,0.04964453,0.074466795,0.05374018,0.080610269,CLL
89.6,1628,181.5,56,0.144242348,0.216363522,0.423865279,0.635797919,0.10866598,0.162998969,CLL
89.6,1628,188,40,0.011197925,0.016796887,0.014929116,0.022393674,0.005306244,0.007959366,CLL
89.6,1628,188,50,0.01802265,0.027033975,0.01318723,0.019780844,0.015609085,0.023413628,CLL
89.6,1628,188,56,0.095162191,0.142743286,0.10159033,0.152385495,0.08271605,0.124074075,CLL
89.6,1722,167.3333333,40,0.101362953,0.15204443,0.122816829,0.184225243,0.100322915,0.150484373,CLL
89.6,1722,167.3333333,50,0.266406301,0.399609452,0.250728485,0.376092727,0.20380885,0.305713275,CLL
89.6,1722,167.3333333,56,0.280436175,0.420654263,0.281332917,0.421999376,0.296953489,0.445430234,CLL
89.6,1722,175,40,0.012198031,0.018297046,0.012218416,0.018327624,0.030591488,0.045887232,CLL
89.6,1722,175,50,0.126599601,0.189899401,0.159237345,0.238856017,0.04958455,0.074376825,CLL
89.6,1722,175,56,0.162964293,0.24444644,0.169009439,0.253514159,0.139086426,0.208629639,CLL
89.6,1722,181.5,40,0.018612862,0.027919292,0.019481719,0.029222578,0.036563218,0.054844826,CLL
89.6,1722,181.5,50,0.075026386,0.112539579,0.071309298,0.106963946,0.063030056,0.094545084,CLL
89.6,1722,181.5,56,0.099798877,0.149698315,0.097544504,0.146316756,0.207413189,0.311119783,CLL
89.6,1722,188,40,0.013412118,0.020118177,0.0110479,0.01657185,0.007686794,0.011530191,CLL
89.6,1722,188,50,0.023755896,0.035633844,0.020504381,0.030756571,0.024080027,0.03612004,CLL
89.6,1722,188,56,0.085881594,0.12882239,0.094309355,0.141464032,0.105475013,0.15821252,CLL
89.6,1816,167.3333333,40,0.092269493,0.13840424,0.10744117,0.161161755,0.111840453,0.16776068,CLL
89.6,1816,167.3333333,50,0.171034457,0.256551685,0.168936292,0.253404438,0.229331922,0.343997883,CLL
89.6,1816,167.3333333,56,0.258623896,0.387935845,0.364905744,0.547358615,0.30393433,0.455901495,CLL
89.6,1816,175,40,0.014874756,0.022312135,0.015182376,0.022773564,0.034603321,0.051904982,CLL
89.6,1816,175,50,0.218451489,0.327677233,0.193814679,0.290722018,0.075269292,0.112903939,CLL
89.6,1816,175,56,0.158010406,0.23701561,0.140522215,0.210783322,0.2189574,0.3284361,CLL
89.6,1816,181.5,40,0.028764904,0.043147355,0.035116673,0.052675009,0.037419736,0.056129605,CLL
89.6,1816,181.5,50,0.068497644,0.102746466,0.070607609,0.105911414,0.09521395,0.142820925,CLL
89.6,1816,181.5,56,0.128581194,0.192871791,0.124165943,0.186248915,0.329225689,0.493838533,CLL
89.6,1816,188,40,0.009197056,0.013795584,0.009338796,0.014008194,0.012508273,0.01876241,CLL
89.6,1816,188,50,0.021801352,0.032702028,0.02189883,0.032848244,0.02608286,0.03912429,CLL
89.6,1816,188,56,0.158453506,0.237680258,0.147117595,0.220676392,0.332263919,0.498395879,CLL
101.2,1440,175,40,0.010389507,0.01558426,0.01198101,0.017971516,0.023293078,0.034939617,CLL
101.2,1440,175,50,0.048609853,0.072914779,0.048829019,0.073243529,0.061704358,0.092556537,CLL
101.2,1440,175,56,0.10496835,0.157452525,0.121038775,0.181558162,0.129607147,0.194410721,CLL
101.2,1534,175,40,0.016946812,0.025420218,0.016436272,0.024654409,0.023790419,0.035685629,CLL
101.2,1534,175,50,0.155737105,0.233605658,0.241801925,0.362702888,0.069601921,0.104402881,CLL
101.2,1534,175,56,0.144185728,0.216278591,0.143510968,0.215266452,0.15487276,0.232309141,CLL
101.2,1628,175,40,0.047116399,0.070674598,0.052471042,0.078706563,0.028585911,0.042878866,CLL
101.2,1628,175,50,0.061180841,0.091771261,0.069860069,0.104790104,0.076615023,0.114922535,CLL
101.2,1628,175,56,0.169010396,0.253515595,0.168427036,0.252640554,0.21903008,0.32854512,CLL
101.2,1628,181.5,40,0.028919041,0.043378562,0.029183924,0.043775886,0.041695118,0.062542677,CLL
101.2,1628,181.5,50,0.057280325,0.085920487,0.059964023,0.089946034,0.069404978,0.104107467,CLL
101.2,1628,181.5,56,0.127242021,0.190863031,0.112539304,0.168808956,0.159804074,0.239706111,CLL
101.2,1628,188,40,0.01103425,0.016551375,0.011717916,0.017576873,0.00422585,0.006338775,CLL
101.2,1628,188,50,0.027829766,0.041744649,0.023352861,0.035029292,0.030652729,0.045979093,CLL
101.2,1628,188,56,0.087949252,0.131923878,0.087945928,0.131918893,0.118883046,0.178324568,CLL
101.2,1722,175,40,0.023342849,0.035014274,0.02150758,0.03226137,0.037506491,0.056259736,CLL
101.2,1722,175,50,0.13066975,0.196004625,0.124650999,0.186976499,0.141309102,0.211963653,CLL
101.2,1722,175,56,0.246848992,0.370273488,0.251456559,0.377184839,0.288002873,0.43200431,CLL
101.2,1722,181.5,40,0.033279061,0.049918592,0.042876303,0.064314455,0.042494833,0.06374225,CLL
101.2,1722,181.5,50,0.067067683,0.100601524,0.067088578,0.100632867,0.089480736,0.134221104,CLL
101.2,1722,181.5,56,0.166635139,0.249952709,0.162653999,0.243980998,0.34032269,0.510484035,CLL
101.2,1722,188,40,0.010336161,0.015504241,0.018138885,0.027208328,0.007313013,0.01096952,CLL
101.2,1722,188,50,0.03696226,0.05544339,0.034277661,0.051416491,0.058083704,0.087125557,CLL
101.2,1722,188,56,0.102224969,0.153337454,0.102213266,0.1533199,0.294572948,0.441859422,CLL
101.2,1816,175,40,0.044816432,0.067224648,0.048733802,0.073100704,0.049762201,0.074643301,CLL
101.2,1816,175,50,0.135030422,0.202545633,0.13493521,0.202402815,0.344178743,0.516268115,CLL
101.2,1816,175,56,0.233735707,0.35060356,0.240109375,0.360164062,0.515679139,0.773518708,CLL
101.2,1816,181.5,40,0.042162076,0.063243114,0.044058649,0.066087973,0.043363512,0.065045267,CLL
101.2,1816,181.5,50,0.087037448,0.130556172,0.087166478,0.130749718,0.215876821,0.323815232,CLL
